Get/Btree/Random:
2,441.0
2,505.8
2,514.4
2,514.2
2,516.6
2,519.6
2,524.6
2,518.1
4,385.0
4,381.3
4,386.1
4,388.7
4,379.6
4,381.7
4,380.0
4,380.8
6,333.8
6,332.3
6,331.2
6,332.1
6,332.0
6,332.7
6,331.3
6,335.1
8,294.4
8,292.0
8,297.1
8,296.6
8,311.7
8,291.7
8,359.2
8,309.8
10,278.2
10,278.0
10,286.5
10,307.6
10,298.2
10,282.5
10,277.7
10,284.6
12,271.4
12,274.7
12,271.4
12,281.3
12,272.1
12,271.1
12,274.8
12,273.1
14,257.9
14,262.4
14,261.9
14,258.5
14,259.8
14,264.9
14,259.6
14,258.7
16,256.6
16,256.4
16,259.4
16,256.6
16,272.7
16,256.6
16,257.6
16,267.2
18,253.4
18,252.1
18,252.7
18,254.8
18,254.3
18,253.3
18,252.4
18,264.7
20,247.3
20,245.6
20,247.7
20,245.2
20,244.9
20,244.1
20,244.1
20,242.6
22,245.1
22,243.4
22,243.8
22,248.3
22,245.6
22,259.7
22,247.3
22,261.7
24,246.8
24,247.7
24,246.3
24,253.0
24,272.6
24,276.4
24,250.5
24,250.1
26,247.4
26,260.2
26,246.2
26,250.2
26,257.0
26,248.6
26,240.8
26,250.3
28,248.7
28,243.2
28,246.9
28,247.5
28,243.2
28,245.3
28,242.6
28,243.3
30,244.4
30,241.7
30,241.0
30,242.5
30,241.6
30,241.1
30,242.1
30,241.9
32,246.3
32,246.4
32,246.8
32,249.9
32,246.2
32,246.1
32,244.2
32,249.6
34,246.3
34,248.6
34,246.8
34,247.8
34,246.2
34,247.5
34,245.7
34,245.5
36,251.9
36,255.7
36,253.5
36,247.4
36,253.7
36,251.0
36,245.3
36,245.5
38,244.7
38,246.7
38,245.0
38,245.5
38,246.2
38,248.0
38,247.7
38,256.5
40,249.2
40,250.3
40,247.7
40,255.8
40,246.9
40,257.4
40,252.3
40,255.7
42,264.4
42,258.5
42,246.7
42,249.2
42,251.6
42,247.2
42,247.5
42,248.6
44,246.9
44,249.6
44,246.9
44,249.2
44,248.0
44,248.3
44,247.0
44,248.9
46,247.6
46,249.3
46,248.7
46,247.4
46,257.7
46,257.6
46,246.6
46,249.3
48,250.8
48,250.3
48,247.1
48,247.0
48,249.1
48,248.1
48,249.6
48,248.3
50,246.1
50,246.3
50,247.6
50,246.4
50,246.4
50,245.3
50,247.1
50,245.7
52,251.1
52,250.0
52,250.6
52,255.4
52,253.1
52,255.5
52,250.7
52,250.8
